timestamp,value,UpperLimit,LowerLimit,isOutlier
2014-07-01T02:00:00.000+02:00,3820.0,37899.01328492514,-6526.804951591808,false
2014-07-02T02:00:00.000+02:00,4820.0,35913.82646998758,-5265.53480332091,false
2014-07-03T02:00:00.000+02:00,5826.0,34062.35098042756,-3842.2676470942297,false
2014-07-04T02:00:00.000+02:00,9980.0,25870.657783824132,-2560.491117157464,false
2014-07-05T02:00:00.000+02:00,11006.0,25115.062371560587,-2193.520704893919,false
2014-07-06T02:00:00.000+02:00,11134.0,25212.41404457563,-3562.914044575631,false
2014-07-07T02:00:00.000+02:00,3181.0,31803.195674560182,-5066.445674560182,false
2014-07-08T02:00:00.000+02:00,3451.0,37004.546564715,-6526.963231381667,false
2014-07-09T02:00:00.000+02:00,4667.0,37469.724136233395,-5973.557469566729,false
2014-07-10T02:00:00.000+02:00,5247.0,37461.89515516611,-4990.603488499439,false
2014-07-11T02:00:00.000+02:00,8444.0,37324.182059063634,-3370.1820590636307,false
2014-07-12T02:00:00.000+02:00,19221.0,35911.78600771104,-2763.8276743776987,false
2014-07-13T02:00:00.000+02:00,19468.0,30812.26394789408,-3581.38894789408,false
2014-07-14T02:00:00.000+02:00,3479.0,35277.01080367174,-6469.052470338413,false
2014-07-15T02:00:00.000+02:00,3933.0,37395.896231996216,-6871.187898662882,false
2014-07-16T02:00:00.000+02:00,4559.0,37303.7086003318,-5465.583600331804,false
2014-07-17T02:00:00.000+02:00,6006.0,37106.00265949509,-4400.585992828421,false
2014-07-18T02:00:00.000+02:00,8951.0,37007.55698186073,-3185.4736485274007,false
2014-07-19T02:00:00.000+02:00,18524.0,35611.06235049502,-2728.5623504950236,false
2014-07-20T02:00:00.000+02:00,19217.0,29309.022101607035,-2875.8554349403657,false
2014-07-21T02:00:00.000+02:00,3370.0,33411.453763259626,-5369.495429926295,false
2014-07-22T02:00:00.000+02:00,3753.0,37978.99625760936,-6482.49625760936,false
2014-07-23T02:00:00.000+02:00,4711.0,38955.35124073185,-6025.559574065181,false
2014-07-24T02:00:00.000+02:00,5355.0,37849.37029882062,-4850.286965487281,false
2014-07-25T02:00:00.000+02:00,8915.0,37219.717449688265,-3161.050783021601,false
2014-07-26T02:00:00.000+02:00,18663.0,35571.552526573636,-2341.7608599069717,false
2014-07-27T02:00:00.000+02:00,19122.0,29895.73499198845,-2892.4016586551206,false
2014-07-28T02:00:00.000+02:00,3694.0,29328.012045379768,-4135.387045379768,false
2014-07-29T02:00:00.000+02:00,3834.0,35868.56588289043,-6032.232549557097,false
2014-07-30T02:00:00.000+02:00,4935.0,36620.25580196878,-5509.6308019687785,false
2014-07-31T02:00:00.000+02:00,5949.0,37107.37859855932,-4668.42026522599,false
2014-08-01T02:00:00.000+02:00,9242.0,36069.33957299846,-2815.2979063318016,false
2014-08-02T02:00:00.000+02:00,18933.0,35023.432545686876,-2408.724212353545,false
2014-08-03T02:00:00.000+02:00,20171.0,29027.522703353694,-2674.897703353694,false
2014-08-04T02:00:00.000+02:00,3478.0,33220.34580957133,-5467.679142904659,false
2014-08-05T02:00:00.000+02:00,3669.0,35728.71134277507,-5783.128009441736,false
2014-08-06T02:00:00.000+02:00,4664.0,36226.39542827416,-5222.228761607492,false
2014-08-07T02:00:00.000+02:00,5807.0,36432.09962823414,-4349.016294900806,false
2014-08-08T02:00:00.000+02:00,8934.0,35062.28921707865,-2375.5808837453205,false
2014-08-09T02:00:00.000+02:00,17499.0,33095.50764140545,-2132.5076414054456,false
2014-08-10T02:00:00.000+02:00,17813.0,27285.847298820554,-2464.6389654872237,false
2014-08-11T02:00:00.000+02:00,3261.0,31496.805786121877,-4960.097452788543,false
2014-08-12T02:00:00.000+02:00,3805.0,34975.86584688196,-5685.949180215293,false
2014-08-13T02:00:00.000+02:00,4752.0,35824.16575477713,-5326.415754777132,false
2014-08-14T02:00:00.000+02:00,5649.0,36042.78339934125,-4558.408399341253,false
2014-08-15T02:00:00.000+02:00,8526.0,35181.13104735516,-2661.3810473551603,false
2014-08-16T02:00:00.000+02:00,17382.0,32825.10323222306,-1811.0615655563906,false
2014-08-17T02:00:00.000+02:00,18335.0,27651.46938321442,-2223.4693832144185,false
2014-08-18T02:00:00.000+02:00,3757.0,31246.4421459849,-4933.5671459849,false
2014-08-19T02:00:00.000+02:00,3787.0,34455.65565074922,-5754.863984082551,false
2014-08-20T02:00:00.000+02:00,4693.0,35112.988843375235,-5360.280510041901,false
2014-08-21T02:00:00.000+02:00,5410.0,36667.536826927244,-4990.370160260574,false
2014-08-22T02:00:00.000+02:00,7901.0,33053.87221401139,-2576.9972140113896,false
2014-08-23T02:00:00.000+02:00,16471.0,32268.266520365447,-2527.3081870321166,false
2014-08-24T02:00:00.000+02:00,17683.0,26710.664839083547,-2510.498172416881,false
2014-08-25T02:00:00.000+02:00,3366.0,29912.663291705197,-4771.1632917051975,false
2014-08-26T02:00:00.000+02:00,3502.0,33021.062387906175,-5569.062387906175,false
2014-08-27T02:00:00.000+02:00,4439.0,35034.54264752895,-5721.584314195619,false
2014-08-28T02:00:00.000+02:00,5248.0,33949.31347550293,-4406.9801421695975,false
2014-08-29T02:00:00.000+02:00,8443.0,31874.06269948974,-1888.9376994897393,false
2014-08-30T02:00:00.000+02:00,13900.0,29230.696147568917,-1455.4461475689168,false
2014-08-31T02:00:00.000+02:00,14018.0,27545.206387291502,-2491.0397206248363,false
2014-09-01T02:00:00.000+02:00,8588.0,27138.82707691453,-5041.993743581197,false
2014-09-02T02:00:00.000+02:00,2588.0,34507.24044709431,-5937.282113760977,false
2014-09-03T02:00:00.000+02:00,3434.0,36757.70153120911,-5945.909864542444,false
2014-09-04T02:00:00.000+02:00,5549.0,38312.03759148676,-5096.787591486765,false
2014-09-05T02:00:00.000+02:00,7967.0,40226.27346359212,-3941.3567969254545,false
2014-09-06T02:00:00.000+02:00,19093.0,40378.73960930426,-3534.947942637602,false
2014-09-07T02:00:00.000+02:00,19800.0,33171.149517401514,-3922.6078507348448,false
2014-09-08T02:00:00.000+02:00,3828.0,35719.25546531969,-5869.797131986363,false
2014-09-09T02:00:00.000+02:00,4073.0,37296.6130352859,-6028.738035285904,false
2014-09-10T02:00:00.000+02:00,5324.0,37846.594936642345,-5553.469936642345,false
2014-09-11T02:00:00.000+02:00,5659.0,38329.91093324538,-4940.0775999120415,false
2014-09-12T02:00:00.000+02:00,7816.0,40016.62719991432,-4302.543866580989,false
2014-09-13T02:00:00.000+02:00,19870.0,40529.99053550129,-3141.4072021679494,false
2014-09-14T02:00:00.000+02:00,20620.0,33177.21082041201,-3860.5024870786783,false
2014-09-15T02:00:00.000+02:00,3132.0,35595.39391272547,-6572.477246058801,false
2014-09-16T02:00:00.000+02:00,3369.0,37934.56537535789,-7088.898708691218,false
2014-09-17T02:00:00.000+02:00,4097.0,37328.23294054386,-6085.066273877188,false
2014-09-18T02:00:00.000+02:00,5249.0,38003.54851166764,-5135.923511667639,false
2014-09-19T02:00:00.000+02:00,8379.0,39661.15473463182,-4192.279734631818,false
2014-09-20T02:00:00.000+02:00,19322.0,39299.254534875465,-3019.087868208804,false
2014-09-21T02:00:00.000+02:00,20737.0,27793.919891359335,-1988.8365580260052,false
2014-09-22T02:00:00.000+02:00,3137.0,32671.45914949663,-5161.2508161632995,false
2014-09-23T02:00:00.000+02:00,3571.0,33408.93114046551,-5843.306140465509,false
2014-09-24T02:00:00.000+02:00,4477.0,33532.16024443173,-4774.993577765066,false
2014-09-25T02:00:00.000+02:00,4886.0,34776.17484684404,-4517.716513510712,false
2014-09-26T02:00:00.000+02:00,7090.0,38040.71088471958,-4677.085884719574,false
2014-09-27T02:00:00.000+02:00,18970.0,38899.79800194988,-2948.3396686165433,false
2014-09-28T02:00:00.000+02:00,20948.0,31282.17509100214,-3304.92509100214,false
2014-09-29T02:00:00.000+02:00,3253.0,33405.331825956695,-5872.915159290025,false
2014-09-30T02:00:00.000+02:00,3279.0,36646.474709883376,-6560.974709883376,false
2014-10-01T02:00:00.000+02:00,4189.0,37694.97847361611,-6105.436806949443,false
2014-10-02T02:00:00.000+02:00,4867.0,38131.95487434107,-5261.454874341067,false
2014-10-03T02:00:00.000+02:00,8022.0,38795.759633226124,-3651.8846332261237,false
2014-10-04T02:00:00.000+02:00,17120.0,38175.811783701116,-3943.10345036778,false
2014-10-05T02:00:00.000+02:00,19208.0,30197.80424167328,-3309.3459083399484,false
2014-10-06T02:00:00.000+02:00,2809.0,34887.17038773327,-6581.212054399935,false
2014-10-07T02:00:00.000+02:00,3319.0,36946.7904955359,-6754.082162202563,false
2014-10-08T02:00:00.000+02:00,3820.0,38081.45029535753,-6585.700295357532,false
2014-10-09T02:00:00.000+02:00,4981.0,39460.93531416131,-5610.2686474946495,false
2014-10-10T02:00:00.000+02:00,7873.0,39369.32416873627,-3622.574168736268,false
2014-10-11T02:00:00.000+02:00,19652.0,39872.76264282553,-2165.220976158864,false
2014-10-12T02:00:00.000+02:00,21054.0,31512.11292960887,-2311.2379296088693,false
2014-10-13T02:00:00.000+02:00,4584.0,33150.364297606204,-6235.6559642728735,false
2014-10-14T02:00:00.000+02:00,3046.0,36402.17724749979,-6559.4689141664585,false
2014-10-15T02:00:00.000+02:00,4018.0,37974.12442572017,-6305.4160923868385,false
2014-10-16T02:00:00.000+02:00,4664.0,39924.000655094685,-5775.500655094682,false
2014-10-17T02:00:00.000+02:00,7941.0,39984.93103835278,-3947.0143716861166,false
2014-10-18T02:00:00.000+02:00,19623.0,40835.90151727029,-2841.6515172702966,false
2014-10-19T02:00:00.000+02:00,21850.0,34315.56075492826,-4234.060754928258,false
2014-10-20T02:00:00.000+02:00,2904.0,35184.31616903364,-6467.316169033642,false
2014-10-21T02:00:00.000+02:00,3276.0,37767.833176700115,-6937.416510033445,false
2014-10-22T02:00:00.000+02:00,4220.0,37893.40357661416,-5987.4869099474945,false
2014-10-23T02:00:00.000+02:00,4330.0,39046.485632012205,-5528.527298678873,false
2014-10-24T02:00:00.000+02:00,7745.0,40071.660193414915,-4152.451860081579,false
2014-10-25T02:00:00.000+02:00,19179.0,40004.13694492476,-3077.220278258097,false
2014-10-26T02:00:00.000+02:00,20865.0,32018.149934764773,-2549.2803695473813,false
2014-10-27T01:00:00.000+01:00,4385.0,34788.72304694878,-6333.889713615446,false
2014-10-28T01:00:00.000+01:00,5589.0,36310.47365209546,-6371.640318762127,false
2014-10-29T01:00:00.000+01:00,6864.0,37672.48184807215,-6386.148514738821,false
2014-10-30T01:00:00.000+01:00,8363.0,38505.021065245724,-5591.562731912389,false
2014-10-31T01:00:00.000+01:00,13588.0,39342.997726416186,-3832.789393082847,false
2014-11-01T01:00:00.000+01:00,24946.0,40749.33414153465,268.37419179868084,false
2014-11-02T01:00:00.000+01:00,39197.0,37201.89303905383,-7189.309705720496,true
2014-11-03T01:00:00.000+01:00,4413.0,34671.196484286695,-6076.488150953361,false
2014-11-04T01:00:00.000+01:00,6005.0,35232.65419574575,-6030.445862412422,false
2014-11-05T01:00:00.000+01:00,6670.0,36828.79194727204,-5955.375280605369,false
2014-11-06T01:00:00.000+01:00,8384.0,38344.440529225016,-5564.940529225019,false
2014-11-07T01:00:00.000+01:00,11746.0,40184.07898796073,-5358.745654627401,false
2014-11-08T01:00:00.000+01:00,22219.0,41076.11928181744,-3266.2442818174386,false
2014-11-09T01:00:00.000+01:00,23782.0,33194.828188799824,-2841.7031887998237,false
2014-11-10T01:00:00.000+01:00,4644.0,34151.57329503483,-6041.114961701498,false
2014-11-11T01:00:00.000+01:00,6277.0,33628.436214375615,-6055.936214375615,false
2014-11-12T01:00:00.000+01:00,6572.0,36852.21722941917,-6356.4255627525035,false
2014-11-13T01:00:00.000+01:00,7850.0,38116.803786824996,-5933.262120158326,false
2014-11-14T01:00:00.000+01:00,11986.0,40160.71868034324,-5260.218680343238,false
2014-11-15T01:00:00.000+01:00,22682.0,40341.13688705322,-3395.9702203865563,false
2014-11-16T01:00:00.000+01:00,24273.0,33120.37586575246,-3129.3758657524595,false
2014-11-17T01:00:00.000+01:00,4464.0,33022.89330129509,-5445.934967961757,false
2014-11-18T01:00:00.000+01:00,6162.0,38475.38081390113,-7339.714147234461,false
2014-11-19T01:00:00.000+01:00,6632.0,37426.0380680391,-6097.246401372433,false
2014-11-20T01:00:00.000+01:00,8100.0,37748.13363796201,-5827.008637962012,false
2014-11-21T01:00:00.000+01:00,12324.0,40010.856806261465,-4964.940139594801,false
2014-11-22T01:00:00.000+01:00,22849.0,40865.77318259537,-3389.3148492620276,false
2014-11-23T01:00:00.000+01:00,24876.0,32146.38676577089,-3064.0117657708906,false
2014-11-24T01:00:00.000+01:00,5562.0,32618.005793420336,-5206.922460087006,false
2014-11-25T01:00:00.000+01:00,5977.0,33031.782143555574,-4625.407143555574,false
2014-11-26T01:00:00.000+01:00,8613.0,33256.24630543607,-3290.0379721027402,false
2014-11-27T01:00:00.000+01:00,10315.0,21981.73858798854,-490.78025465521023,false
2014-11-28T01:00:00.000+01:00,6862.0,33546.5700123149,-7294.61167898157,false
2014-11-29T01:00:00.000+01:00,13292.0,35132.92770671967,-5449.0110400529975,false
2014-11-30T01:00:00.000+01:00,17768.0,28249.812299935533,-2715.937299935531,false
2014-12-01T01:00:00.000+01:00,4249.0,33704.880397335684,-6182.380397335681,false
2014-12-02T01:00:00.000+01:00,5019.0,36938.43207141344,-6788.223738080107,false
2014-12-03T01:00:00.000+01:00,6626.0,35638.48117122788,-5431.314504561213,false
2014-12-04T01:00:00.000+01:00,8939.0,36754.410055150845,-4778.660055150842,false
2014-12-05T01:00:00.000+01:00,12966.0,39210.33756634971,-4228.3792330163815,false
2014-12-06T01:00:00.000+01:00,21493.0,41644.76816210919,-4221.143162109191,false
2014-12-07T01:00:00.000+01:00,24285.0,35492.0036236504,-3976.128623650402,false
2014-12-08T01:00:00.000+01:00,4762.0,36130.22263712863,-6382.180970461961,false
2014-12-09T01:00:00.000+01:00,6796.0,35409.47313960648,-5481.014806273148,false
2014-12-10T01:00:00.000+01:00,7847.0,36167.96713290273,-5425.675466236064,false
2014-12-11T01:00:00.000+01:00,10314.0,37328.934898658794,-4707.9765653254635,false
2014-12-12T01:00:00.000+01:00,16192.0,38224.35800285778,-3185.233002857778,false
2014-12-13T01:00:00.000+01:00,22826.0,39699.88175980686,-3055.798426473528,false
2014-12-14T01:00:00.000+01:00,24053.0,33170.39748212139,-2960.0224821213887,false
2014-12-15T01:00:00.000+01:00,5230.0,33575.06780052734,-5269.567800527333,false
2014-12-16T01:00:00.000+01:00,6959.0,36062.20000219431,-5761.78333552764,false
2014-12-17T01:00:00.000+01:00,8494.0,36764.62919363602,-5093.379193636021,false
2014-12-18T01:00:00.000+01:00,10904.0,38254.4515606523,-4692.576560652298,false
2014-12-19T01:00:00.000+01:00,16900.0,39232.30629268251,-3145.806292682508,false
2014-12-20T01:00:00.000+01:00,22993.0,38775.50343169577,-2846.336765029104,false
2014-12-21T01:00:00.000+01:00,22976.0,31987.465196687735,-2906.756863354405,false
2014-12-22T01:00:00.000+01:00,5155.0,32198.2856270279,-5342.702293694567,false
2014-12-23T01:00:00.000+01:00,7343.0,31130.73039087843,-4137.688724211765,false
2014-12-24T01:00:00.000+01:00,7484.0,29324.07256178202,-4323.8642284486905,false
2014-12-25T01:00:00.000+01:00,8488.0,18187.691446927194,-2746.066446927194,false
2014-12-26T01:00:00.000+01:00,4573.0,27603.084794982373,-6241.168128315707,false
2014-12-27T01:00:00.000+01:00,11298.0,28862.11031165826,-4143.86031165826,false
2014-12-28T01:00:00.000+01:00,14465.0,25244.388775577107,-1933.0554422437763,false
2014-12-29T01:00:00.000+01:00,5087.0,30388.197614594115,-5699.655947927446,false
2014-12-30T01:00:00.000+01:00,7267.0,33344.27086629483,-5748.729199628158,false
2014-12-31T01:00:00.000+01:00,10423.0,38363.372664380986,-7938.497664380986,false
2015-01-01T01:00:00.000+01:00,30236.0,32184.300769502122,-4879.800769502122,false
2015-01-02T01:00:00.000+01:00,6326.0,32680.013916458385,-6644.138916458385,false
2015-01-03T01:00:00.000+01:00,15624.0,34827.556479028986,-4662.681479028986,false
2015-01-04T01:00:00.000+01:00,16541.0,25641.769172269014,-3068.8108389356803,false
2015-01-05T01:00:00.000+01:00,4169.0,31022.466455431742,-5960.966455431742,false
2015-01-06T01:00:00.000+01:00,4592.0,32697.880771441887,-6320.880771441887,false
2015-01-07T01:00:00.000+01:00,5378.0,37103.24320622165,-7553.659872888316,false
2015-01-08T01:00:00.000+01:00,5697.0,38496.069023512486,-7181.610690179152,false
2015-01-09T01:00:00.000+01:00,8080.0,39251.9144417749,-7169.8727751082315,false
2015-01-10T01:00:00.000+01:00,19918.0,42806.600527810886,-5409.683861144222,false
2015-01-11T01:00:00.000+01:00,23141.0,32305.427972846985,-3980.6779728469846,false
2015-01-12T01:00:00.000+01:00,3756.0,33318.0441397572,-6080.87747309053,false
2015-01-13T01:00:00.000+01:00,5142.0,38070.29103186251,-7467.791031862504,false
2015-01-14T01:00:00.000+01:00,6221.0,36464.78577419156,-6274.910774191558,false
2015-01-15T01:00:00.000+01:00,6253.0,37594.72399576883,-6453.932329102159,false
2015-01-16T01:00:00.000+01:00,9221.0,40122.69386328175,-6141.402196615083,false
2015-01-17T01:00:00.000+01:00,20046.0,38551.593065270834,-3912.2597319374945,false
2015-01-18T01:00:00.000+01:00,22134.0,33579.855053241816,-3835.8967199084855,false
2015-01-19T01:00:00.000+01:00,7630.0,29033.81398059486,-5402.022313928193,false
2015-01-20T01:00:00.000+01:00,3940.0,34594.75459360655,-6930.1712602732205,false
2015-01-21T01:00:00.000+01:00,5410.0,36156.51902190267,-6727.89402190267,false
2015-01-22T01:00:00.000+01:00,6287.0,38078.8665981777,-6913.491598177701,false
2015-01-23T01:00:00.000+01:00,9274.0,38839.162004417834,-5431.037004417834,false
2015-01-24T01:00:00.000+01:00,20356.0,37819.86478868332,-4431.82312201666,false
2015-01-25T01:00:00.000+01:00,22667.0,31369.014664509785,-3982.4729978431187,false
2015-01-26T01:00:00.000+01:00,4092.0,25309.7667163221,-10156.183382988766,false
2015-01-27T01:00:00.000+01:00,40.0,18040.325726509698,-7983.159059843031,false
2015-01-28T01:00:00.000+01:00,3039.0,33357.77906113777,-7121.029061137771,false
2015-01-29T01:00:00.000+01:00,5619.0,35836.73815071665,-6140.154817383316,false
2015-01-30T01:00:00.000+01:00,8733.0,41091.860742869365,-6755.402409536033,false
2015-01-31T01:00:00.000+01:00,21318.0,41439.58060530575,-4542.319735740537,false
